/M_2	1	1	199.844	1387.02	1151.46
/M_3	1	1	199.8	1369.69	1131.95
/M_1	1	1	187.752	1409.33	1173.53
/M_2	1	1	202.295	1377.3	1152.96
/M_3	1	1	200.527	1359	1133.6
/M_1	1	1	190.885	1399.58	1174.82
/M_2	1	1	204.716	1367.14	1154.53
/M_3	1	1	204.705	1350.22	1135.25
/M_1	1	1	193.842	1389.58	1176.27
11880	1	1	Latency:	0s	Markers:
/M_2	1	1	207.226	1356.79	1156.22
/M_3	1	1	206.529	1339.66	1136.85
/M_1	1	1	201.428	1356.85	1181.72
11890	1	1	Latency:	0s	Markers:
/M_2	1	1	213.409	1323.54	1162.52
/M_3	1	1	210.613	1304.9	1144.01
/M_1	1	1	203.182	1347.55	1183.32
/M_2	1	1	214.228	1313.7	1164.73
/M_3	1	1	212.322	1295.73	1145.95
/M_1	1	1	204.156	1341.75	1184.36
/M_2	1	1	215.202	1307.72	1165.58
/M_3	1	1	211.758	1288.93	1147.13
/M_1	1	1	205.301	1332.87	1185.96
/M_2	1	1	215.697	1298.43	1167.55
/M_3	1	1	213.623	1280.85	1148.86
/M_1	1	1	206.45	1324.22	1187.51
/M_2	1	1	216.432	1289.83	1168.89
/M_3	1	1	212.109	1271.3	1150.3
/M_1	1	1	207.317	1316.09	1188.93
/M_2	1	1	216.497	1281.57	1170.42
/M_3	1	1	213.251	1263.63	1151.7
/M_1	1	1	207.787	1308.5	1190.23
/M_2	1	1	217.187	1273.57	1171.46
/M_3	1	1	213.695	1256.51	1152.84
/M_1	1	1	208.037	1301.6	1191.53
11910	1	1	Latency:	0s	Markers:
/M_2	1	1	216.281	1266.79	1173.34
/M_3	1	1	211.825	1248.24	1154.52
/M_1	1	1	208.339	1294.9	1192.71
/M_2	1	1	216.591	1259.91	1174.2
/M_3	1	1	211.307	1241.51	1155.66
/M_1	1	1	208.708	1288.51	1193.61
/M_2	1	1	216.166	1253.24	1175.29
/M_3	1	1	210.862	1234.81	1156.66
/M_1	1	1	208.631	1282.61	1194.34
